#Thorlabs FTS
[SpectrumHeader]
#Date	20220425
#Time	13094235
#GMTTime	11094235
#XAxisUnit	nm_air
#YAxisUnit	intensity
#Average	1
#RollingAverage	0
#SpectrumSmooth	0
#SSmoothParam1	0
#SSmoothParam2	0
#SSmoothParam3	0
#SSmoothParam4	0
#IntegrationTime	200.000000
#TriggerMode	0
#InterferometerSerial	M00512064
#Source	
#AirMeasureOpt	0
#WnrMin	13400.171875
#WnrMax	31133.470703
#Length	3648
#Resolution	0.0000000000e+00
#ADC	0
#Instrument	0
#InstrModel	CCS100
#Type	emission
#AirTemp	0.00
#AirPressure	0.00
#AirRelHum	0.00
#Name	
#Comment	""
[Data]
3.211977234e+02	8.533103974e-04
3.213053894e+02	1.270757290e-03
3.214130554e+02	2.228429308e-03
3.215207214e+02	5.831977469e-04
3.216283875e+02	-4.235857341e-04
3.217360840e+02	-2.977377968e-03
3.218437500e+02	1.418091357e-03
3.219514465e+02	2.394180337e-04
3.220591736e+02	2.154762158e-03
3.221668701e+02	1.786426874e-03
3.222745972e+02	1.246201573e-03
3.223823242e+02	-6.936984137e-04
3.224900513e+02	2.105650958e-03
3.225977783e+02	4.070106428e-03
3.227055359e+02	-1.780287857e-04
3.228132629e+02	1.147978706e-03
3.229210205e+02	-3.812271636e-03
3.230288086e+02	1.663648407e-03
3.231365662e+02	9.760888643e-04
3.232443542e+02	2.915988909e-03
3.233521423e+02	2.885294089e-04
3.234599304e+02	1.000644639e-03
3.235677185e+02	-1.356702182e-03
3.236755371e+02	-3.008072672e-04
3.237833557e+02	1.098867389e-03
3.238911743e+02	-1.780287857e-04
3.239989929e+02	1.860093907e-03
3.241068420e+02	-7.919211639e-04
3.242146606e+02	2.744098892e-03
3.243225098e+02	-3.744743590e-04
3.244303894e+02	1.663648407e-03
3.245382385e+02	5.586420884e-04
3.246461182e+02	-1.332146465e-03
3.247539673e+02	-6.936984137e-04
3.248618774e+02	2.326652175e-03
3.249697571e+02	1.295312890e-03
3.250776367e+02	1.442647073e-03
3.251855469e+02	-3.990300465e-04
3.252934570e+02	-6.445869803e-04
3.254013672e+02	1.540869940e-03
3.255093079e+02	1.958316658e-03
3.256172180e+02	1.295312890e-03
3.257251587e+02	-1.062033814e-03
3.258330994e+02	6.568648387e-04
3.259410706e+02	1.319868607e-03
3.260490112e+02	1.835538191e-03
3.261569824e+02	7.550876471e-04
3.262649536e+02	-5.463642301e-04
3.263729248e+02	2.572209109e-03
3.264809265e+02	-6.936984137e-04
3.265888977e+02	-1.921483199e-03
3.266968994e+02	-1.037478098e-03
3.268049011e+02	2.719543176e-03
3.269129333e+02	4.297246778e-05
3.270209351e+02	8.041990222e-04
3.271289673e+02	-8.410325390e-04
3.272369995e+02	-3.069462036e-05
3.273450317e+02	2.056539524e-03
3.274530945e+02	2.885294089e-04
3.275611267e+02	-7.919211639e-04
3.276691895e+02	6.077534636e-04
3.277772522e+02	-4.481414508e-04
3.278853455e+02	9.208385745e-05
3.279934082e+02	-2.025844879e-04
3.281015015e+02	7.305319305e-04
3.282095947e+02	-6.138923709e-06
3.283176880e+02	-2.025844879e-04
3.284258118e+02	-2.762515796e-04
3.285339050e+02	2.031983808e-03
3.286420288e+02	3.867521882e-04
3.287501526e+02	6.814205553e-04
3.288583069e+02	-2.289818600e-03
3.289664307e+02	4.113079049e-04
3.290745850e+02	3.578992561e-03
3.291827393e+02	1.589981257e-03
3.292908936e+02	2.449430525e-03
3.293990784e+02	-9.146996308e-04
3.295072327e+02	-9.392553475e-04
3.296154175e+02	3.210657276e-03
3.297236023e+02	1.903066441e-04
3.298318176e+02	-1.289173961e-04
3.299400024e+02	1.761871157e-03
3.300482178e+02	4.782221746e-03
3.301564331e+02	7.305319305e-04
3.302646484e+02	4.291107878e-03
3.303728943e+02	1.368980040e-03
3.304811096e+02	7.550876471e-04
3.305893555e+02	-1.553147682e-03
3.306976013e+02	-6.138923709e-06
3.308058777e+02	5.095306551e-04
3.309141235e+02	9.760888643e-04
3.310223999e+02	-3.069462036e-05
3.311306763e+02	2.277540741e-03
3.312389526e+02	1.221645856e-03
3.313472595e+02	1.835538191e-03
3.314555359e+02	1.147978706e-03
3.315638428e+02	2.154762158e-03
3.316721497e+02	8.778661140e-04
3.317804871e+02	3.603548277e-03
3.318887939e+02	1.884649624e-03
3.319971313e+02	8.778661140e-04
3.321054688e+02	2.424874809e-03
3.322138062e+02	5.347002763e-03
3.323221741e+02	1.958316658e-03
3.324305115e+02	1.000644639e-03
3.325388794e+02	4.849749967e-04
3.326472473e+02	2.375763608e-03
3.327556458e+02	1.639092690e-03
3.328640137e+02	2.228429308e-03
3.329724121e+02	-1.553147682e-03
3.330808105e+02	2.400319325e-03
3.331892090e+02	3.621965006e-04
3.332976074e+02	1.246201573e-03
3.334060364e+02	-7.673655055e-04
3.335144653e+02	1.166395523e-04
3.336228943e+02	-1.289173961e-04
3.337313232e+02	1.074311673e-03
3.338397827e+02	-1.332146465e-03
3.339482422e+02	1.761871157e-03
3.340567017e+02	-7.182540721e-04
3.341651611e+02	-2.762515796e-04
3.342736206e+02	-7.919211639e-04
3.343821106e+02	1.639092690e-03
3.344906006e+02	9.515332058e-04
3.345990906e+02	1.319868607e-03
3.347075806e+02	1.368980040e-03
3.348160706e+02	2.645876259e-03
3.349245911e+02	1.123423106e-03
3.350331116e+02	2.793210326e-03
3.351416321e+02	2.885294089e-04
3.352501526e+02	1.614536974e-03
3.353587036e+02	1.270757290e-03
3.354672546e+02	3.898216644e-03
3.355758057e+02	1.319868607e-03
3.356843567e+02	-2.707265317e-03
3.357929382e+02	2.081095241e-03
3.359014893e+02	-1.675926265e-03
3.360100708e+02	2.639737213e-04
3.361186523e+02	1.540869940e-03
3.362272644e+02	9.515332058e-04
3.363358459e+02	4.487553146e-03
3.364444580e+02	-2.516958921e-04
3.365530701e+02	1.368980040e-03
3.366616821e+02	1.860093907e-03
3.367703247e+02	-3.499186714e-04
3.368789368e+02	-1.534730982e-04
3.369875793e+02	-1.651370549e-03
3.370962219e+02	-1.381257898e-03
3.372048645e+02	-8.164768806e-04
3.373135376e+02	-2.216151450e-03
3.374222107e+02	-7.673655055e-04
3.375308838e+02	-9.392553475e-04
3.376395569e+02	1.860093907e-03
3.377482300e+02	-1.283035032e-03
3.378569336e+02	6.752816262e-05
3.379656372e+02	-3.008072672e-04
3.380743408e+02	1.197090140e-03
3.381830444e+02	2.302096458e-03
3.382917480e+02	-2.516958921e-04
3.384004822e+02	9.024218307e-04
3.385092163e+02	3.014211543e-03
3.386179504e+02	3.867521882e-04
3.387267151e+02	3.701771144e-03
3.388354492e+02	1.319868607e-03
3.389442139e+02	-3.253629548e-04
3.390529785e+02	-1.921483199e-03
3.391617432e+02	2.817766042e-03
3.392705383e+02	-2.682709834e-03
3.393793030e+02	8.533103974e-04
3.394880981e+02	4.604192800e-04
3.395968933e+02	4.020994995e-03
3.397056885e+02	2.891433192e-03
3.398145142e+02	3.130851255e-04
3.399233398e+02	8.041990222e-04
3.400321655e+02	2.842321759e-03
3.401409912e+02	-8.655882557e-04
3.402498169e+02	9.760888643e-04
3.403586731e+02	3.996439278e-03
3.404675293e+02	6.568648387e-04
3.405763855e+02	1.368980040e-03
3.406852417e+02	1.000644639e-03
3.407940979e+02	-6.138923709e-06
3.409029846e+02	5.494337063e-03
3.410118713e+02	3.621965006e-04
3.411207581e+02	-2.025844879e-04
3.412296448e+02	-1.700481866e-03
3.413385620e+02	2.394180337e-04
3.414474792e+02	-2.437152667e-03
3.415563965e+02	-1.534730982e-04
3.416653137e+02	4.020994995e-03
3.417742310e+02	1.860093907e-03
3.418831787e+02	2.940544626e-03
3.419921265e+02	6.814205553e-04
3.421010742e+02	-2.780932467e-03
3.422100220e+02	1.663648407e-03
3.423190002e+02	4.297246778e-05
3.424279480e+02	-6.138923709e-06
3.425369263e+02	-8.410325390e-04
3.426459045e+02	4.604192800e-04
3.427549133e+02	7.305319305e-04
3.428638916e+02	1.147978706e-03
3.429729004e+02	-1.209367998e-03
3.430819092e+02	-3.069462036e-05
3.431909180e+02	2.645876259e-03
3.432999573e+02	1.565425540e-03
3.434089661e+02	-1.289173961e-04
3.435180054e+02	1.860093907e-03
3.436270447e+02	-8.164768806e-04
3.437361145e+02	1.663648407e-03
3.438451538e+02	-5.463642301e-04
3.439542236e+02	3.431658493e-03
3.440632935e+02	1.411952544e-04
3.441723633e+02	8.287547389e-04
3.442814331e+02	-1.086589531e-03
3.443905334e+02	-1.258479431e-03
3.444996338e+02	-1.995150233e-03
3.446087341e+02	2.891433192e-03
3.447178345e+02	1.903066441e-04
3.448269348e+02	6.077534636e-04
3.449360657e+02	-4.481414508e-04
3.450451965e+02	1.393535757e-03
3.451543274e+02	-1.289173961e-04
3.452634583e+02	3.922772128e-03
3.453726196e+02	2.105650958e-03
3.454817810e+02	-1.209367998e-03
3.455909119e+02	-2.025844879e-04
3.457001038e+02	-2.762515796e-04
3.458092651e+02	2.498541959e-03
3.459184570e+02	1.172534423e-03
3.460276184e+02	-1.921483199e-03
3.461368103e+02	5.095306551e-04
3.462460327e+02	1.491758507e-03
3.463552246e+02	1.418091357e-03
3.464644470e+02	-1.012922381e-03
3.465736694e+02	3.063322976e-03
3.466828918e+02	-1.037478098e-03
3.467921143e+02	2.394180337e-04
3.469013367e+02	1.909205341e-03
3.470105896e+02	4.849749967e-04
3.471198425e+02	1.411952544e-04
3.472290955e+02	1.442647073e-03
3.473383484e+02	-1.405813615e-03
3.474476318e+02	2.154762158e-03
3.475569153e+02	-9.883667808e-04
3.476661987e+02	4.297246778e-05
3.477754822e+02	-2.216151450e-03
3.478847656e+02	1.565425540e-03
3.479940796e+02	-1.037478098e-03
3.481033936e+02	-1.160256565e-03
3.482127075e+02	1.565425540e-03
3.483220215e+02	1.835538191e-03
3.484313660e+02	1.172534423e-03
3.485406799e+02	6.077534636e-04
3.486500244e+02	1.540869940e-03
3.487593689e+02	7.305319305e-04
3.488687439e+02	-5.954756052e-04
3.489780884e+02	-2.928266767e-03
3.490874634e+02	-8.901439724e-04
3.491968384e+02	-5.954756052e-04
3.493062134e+02	-2.265262883e-03
3.494156189e+02	2.203873591e-03
3.495249939e+02	-2.762515796e-04
3.496343994e+02	2.351207891e-03
3.497438049e+02	-2.780932467e-03
3.498532104e+02	3.603548277e-03
3.499626465e+02	-2.461708384e-03
3.500720520e+02	-3.069462036e-05
3.501814880e+02	8.778661140e-04
3.502909241e+02	-1.528592082e-03
3.504003906e+02	-1.454924932e-03
3.505098267e+02	6.752816262e-05
3.506192932e+02	8.041990222e-04
3.507287598e+02	7.305319305e-04
3.508382263e+02	1.565425540e-03
3.509476929e+02	7.796433056e-04
3.510571899e+02	-2.762515796e-04
3.511666870e+02	1.516314223e-03
3.512761841e+02	-1.160256565e-03
3.513856812e+02	-9.146996308e-04
3.514951782e+02	-4.235857341e-04
3.516047058e+02	1.270757290e-03
3.517142334e+02	-1.430369215e-03
3.518237610e+02	2.394180337e-04
